site,longitude,latitude,origin,doi_link
GeoB3359_3,-72.808333,-35.216667,PublicationDOI,10.1016/j.yqres.2005.07.003
GeoB3359_3,-72.808333,-35.216667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.271778
GeoB3808_6,-14.711667,-30.811667,PublicationDOI,10.1016/j.epsl.2015.03.004
GeoB3808_6,-14.711667,-30.811667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.843747
GeoB3910_2,-36.345,-4.245,PublicationDOI,10.1029/2006PA001391
GeoB3910_2,-36.345,-4.245,PublicationDOI,10.1130/0091-7613(2001)029<0239:MSCOSA>2.0.CO;2
GeoB3910_2,-36.345,-4.245,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.667498
GeoB3910_2,-36.345,-4.245,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.58290
GeoB3935_2,-59.386667,12.613333,PublicationDOI,10.1016/S0967-0637(99)00076-X
GeoB3935_2,-59.386667,12.613333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.730466
GeoB3935_2,-59.386667,12.613333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.54943
GeoB3938_1,-58.33,12.258333,PublicationDOI,10.5194/cp-10-843-2014
GeoB3938_1,-58.33,12.258333,PublicationDOI,10.1016/S0967-0637(99)00076-X
GeoB3938_1,-58.33,12.258333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.831547
GeoB3938_1,-58.33,12.258333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.54944
GeoB4216_1,-12.396667,30.63,PublicationDOI,10.1016/S0967-0645(02)00101-7
GeoB4216_1,-12.396667,30.63,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.57856
GeoB4223_2,-12.466667,29.016667,PublicationDOI,10.1016/S0967-0645(02)00101-7
GeoB4223_2,-12.466667,29.016667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.57858
GeoB4240_2,-13.225,28.888333,PublicationDOI,10.1016/S0967-0645(02)00101-7
GeoB4240_2,-13.225,28.888333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.57859
GeoB4411_2,-44.495,5.433333,PublicationDOI,10.5194/cp-10-843-2014
GeoB4411_2,-44.495,5.433333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.831636
GeoB4901_8,6.72,2.678333,PublicationDOI,no DOI
GeoB4901_8,6.72,2.678333,PublicationDOI,10.1016/j.margeo.2012.06.007
GeoB4901_8,6.72,2.678333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.66799
GeoB4901_8,6.72,2.678333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.783637
GeoB4905_4,9.38949083333333,2.5,PublicationDOI,10.1130/G21874.1
GeoB4905_4,9.38949083333333,2.5,PublicationDOI,10.1016/S0031-0182(03)00474-7
GeoB4905_4,9.38949083333333,2.5,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.418049
GeoB4905_4,9.38949083333333,2.5,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.66803
GeoB5844_2,34.6816957142857,27.7134757142857,PublicationDOI,10.1029/2002PA000864
GeoB5844_2,34.6816957142857,27.7134757142857,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.111892
GeoB5844_2,34.6816957142857,27.7134757142857,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.111893
GeoB5901_2,-7.07133,36.38,PublicationDOI,10.1016/j.quascirev.2004.08.010
GeoB5901_2,-7.07133,36.38,PublicationDOI,10.5194/cp-15-617-2019
GeoB5901_2,-7.07133,36.38,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.438384
GeoB5901_2,-7.07133,36.38,DataLink,https://doi.org/10.1594/PANGAEA.899719
GeoB6211_2,-50.2427,-32.5052,PublicationDOI,10.1130/G24979A.1
GeoB6211_2,-50.2427,-32.5052,PublicationDOI,10.1002/2014PA002677
GeoB6211_2,-50.2427,-32.5052,PublicationDOI,10.1016/j.palaeo.2013.12.005
GeoB6211_2,-50.2427,-32.5052,PublicationDOI,10.5194/cp-11-915-2015
GeoB6211_2,-50.2427,-32.5052,PublicationDOI,10.1016/j.palaeo.2012.12.022
GeoB6211_2,-50.2427,-32.5052,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.711148
GeoB6211_2,-50.2427,-32.5052,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.841891
GeoB6211_2,-50.2427,-32.5052,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.824761
GeoB6211_2,-50.2427,-32.5052,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.847352
GeoB6211_2,-50.2427,-32.5052,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.804917
GeoB6518_1,11.221698125,-5.588301875,PublicationDOI,10.1038/nature03945
GeoB6518_1,11.221698125,-5.588301875,PublicationDOI,10.1016/j.gca.2012.01.024
GeoB6518_1,11.221698125,-5.588301875,PublicationDOI,no DOI
GeoB6518_1,11.221698125,-5.588301875,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.327243
GeoB6518_1,11.221698125,-5.588301875,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.825999
GeoB6518_1,11.221698125,-5.588301875,DataLink,https://doi.org/10.1594/PANGAEA.135708
GeoB7010_2,-53.205,8.57,PublicationDOI,10.5194/cp-10-843-2014
GeoB7010_2,-53.205,8.57,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.831641
GeoB7011_1,-53.2517,8.515,PublicationDOI,10.5194/cp-10-843-2014
GeoB7011_1,-53.2517,8.515,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.831548
GeoB7165_1,-73.6665,-36.54233,PublicationDOI,10.1016/j.epsl.2008.04.043
GeoB7165_1,-73.6665,-36.54233,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.733242
GeoB7186_3,-75.15816,-44.14933,PublicationDOI,10.1016/j.quascirev.2006.12.008
GeoB7186_3,-75.15816,-44.14933,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.676709
GeoB7702_3,34.066667,31.651667,PublicationDOI,10.1029/2009PA001740
GeoB7702_3,34.066667,31.651667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.736909
GeoB7920_2,-18.5817,20.7517,PublicationDOI,10.1038/ngeo289
GeoB7920_2,-18.5817,20.7517,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.705109
GeoB7926_2,-18.4517,20.2133,PublicationDOI,10.1029/2008PA001601
GeoB7926_2,-18.4517,20.2133,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.701397
GeoB8331_4,16.7165,-29.135333,PublicationDOI,10.1029/2010GL044353
GeoB8331_4,16.7165,-29.135333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.776883
GeoB9307_3,37.38,-18.565,PublicationDOI,10.1038/nature10685
GeoB9307_3,37.38,-18.565,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.771395
GeoB9508_5,-17.948,15.498333,PublicationDOI,10.1029/2008PA001637
GeoB9508_5,-17.948,15.498333,PublicationDOI,10.1029/2009GL039687
GeoB9508_5,-17.948,15.498333,PublicationDOI,10.1029/2010GL046070
GeoB9508_5,-17.948,15.498333,PublicationDOI,10.1016/j.gloplacha.2013.03.007
GeoB9508_5,-17.948,15.498333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.726776
GeoB9508_5,-17.948,15.498333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.733699
GeoB9508_5,-17.948,15.498333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.756435
GeoB9508_5,-17.948,15.498333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.809579
GeoB9510_1,-17.653333,15.416667,PublicationDOI,10.1029/2018PA003359
GeoB9510_1,-17.653333,15.416667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.894311
GeoB9512_5,-17.367,15.336833,PublicationDOI,10.1029/2018PA003359
GeoB9512_5,-17.367,15.336833,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.894312
GeoB9513_3,-17.294,15.3185,PublicationDOI,10.1029/2018PA003359
GeoB9513_3,-17.294,15.3185,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.894313
GeoB9526_5,-18.056667,12.435,PublicationDOI,10.1029/2010PA001944
GeoB9526_5,-18.056667,12.435,PublicationDOI,10.1029/2010GL046070
GeoB9526_5,-18.056667,12.435,PublicationDOI,10.1016/j.marmicro.2010.06.001
GeoB9526_5,-18.056667,12.435,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.756414
GeoB9526_5,-18.056667,12.435,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.756436
GeoB9526_5,-18.056667,12.435,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.756440
GeoB9526_5,-18.056667,12.435,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.738380
GeoB9526_5,-18.056667,12.435,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.756409
GeoB9528_3,-17.6635,9.166,PublicationDOI,10.1073/pnas.0905771106
GeoB9528_3,-17.6635,9.166,PublicationDOI,10.1016/j.epsl.2010.10.031
GeoB9528_3,-17.6635,9.166,PublicationDOI,10.1016/j.epsl.2010.10.032
GeoB9528_3,-17.6635,9.166,PublicationDOI,10.1016/j.epsl.2010.10.033
GeoB9528_3,-17.6635,9.166,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.729196
GeoB9528_3,-17.6635,9.166,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.762453
GeoTu_SL148,24.096333,39.753833,PublicationDOI,10.1594/PANGAEA.701637
GeoTu_SL148,24.096333,39.753833,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.701635
GIK11944_2,-8.06,35.65,PublicationDOI,10.2312/reports-sfb313.1993.41
GIK11944_2,-8.06,35.65,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.97104
GIK12310_4,-18.716667,23.498333,PublicationDOI,10.2312/reports-gpi.1991.45
GIK12310_4,-18.716667,23.498333,PublicationDOI,10.2312/reports-ifg.2001.13
GIK12310_4,-18.716667,23.498333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.107119
GIK12310_4,-18.716667,23.498333,DataLink,https://doi.org/10.1594/PANGAEA.107118
GIK12310_4,-18.716667,23.498333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.267684
GIK12329_6,-18.93,19.366667,PublicationDOI,10.1029/93PA03301
GIK12329_6,-18.93,19.366667,PublicationDOI,10.2312/reports-ifg.2001.13
GIK12329_6,-18.93,19.366667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.54362
GIK12329_6,-18.93,19.366667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.265191
GIK12379_3,-17.745,23.135,PublicationDOI,10.1029/93PA03301
GIK12379_3,-17.745,23.135,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.54365
GIK12392_1,-16.845,25.171667,PublicationDOI,10.1029/93PA03301
GIK12392_1,-16.845,25.171667,PublicationDOI,10.2312/reports-ifg.2001.13
GIK12392_1,-16.845,25.171667,PublicationDOI,10.1007/978-3-642-68409-8_25
GIK12392_1,-16.845,25.171667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.54366
GIK12392_1,-16.845,25.171667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.265200
GIK12392_1,-16.845,25.171667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.204031
GIK13289_2,-18.009167,18.073167,PublicationDOI,10.1029/93PA03301
GIK13289_2,-18.009167,18.073167,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.54367
GIK13519_1,-19.851667,5.67,PublicationDOI,10.2312/reports-gpi.1991.45
GIK13519_1,-19.851667,5.67,PublicationDOI,10.1029/PA001i001p00027
GIK13519_1,-19.851667,5.67,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.134925
GIK13519_1,-19.851667,5.67,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.692122
GIK13519_1,-19.851667,5.67,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.106217
GIK15612_2,-26.543333,44.36,PublicationDOI,10.1029/93PA03301
GIK15612_2,-26.543333,44.36,PublicationDOI,10.2312/reports-gpi.1998.90
GIK15612_2,-26.543333,44.36,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.54369
GIK15612_2,-26.543333,44.36,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.55942
GIK15612_2,-26.543333,44.36,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.202139
GIK15612_2,-26.543333,44.36,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.55944
GIK15612_2,-26.543333,44.36,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.55945
GIK15612_2,-26.543333,44.36,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.55943
GIK15612_2,-26.543333,44.36,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.55947
GIK15627_3,-12.086667,29.166667,PublicationDOI,10.1029/93PA03301
GIK15627_3,-12.086667,29.166667,PublicationDOI,10.2312/reports-ifg.2001.13
GIK15627_3,-12.086667,29.166667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.106212
GIK15627_3,-12.086667,29.166667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.134928
GIK15627_3,-12.086667,29.166667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.265209
GIK15637_1,-18.986667,27.005,PublicationDOI,no DOI
GIK15637_1,-18.986667,27.005,PublicationDOI,10.1029/93PA03301
GIK15637_1,-18.986667,27.005,PublicationDOI,10.2312/reports-gpi.1998.90
GIK15637_1,-18.986667,27.005,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.106213
GIK15637_1,-18.986667,27.005,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.134930
GIK15637_1,-18.986667,27.005,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.201814
GIK15666_6,-7.118,34.96,PublicationDOI,10.1029/93PA03301
GIK15666_6,-7.118,34.96,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.54381
GIK15666_6,-7.118,34.96,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.97105
GIK15669_1,-7.815,34.891,PublicationDOI,10.1029/93PA03301
GIK15669_1,-7.815,34.891,PublicationDOI,10.2312/reports-ifg.2001.13
GIK15669_1,-7.815,34.891,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.134932
GIK15669_1,-7.815,34.891,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.265211
GIK15672_1,-8.126,34.86,PublicationDOI,10.1029/93PA03301
GIK15672_1,-8.126,34.86,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.54370
GIK16030_1,-18.055,21.235,PublicationDOI,10.1029/93PA03301
GIK16030_1,-18.055,21.235,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.54374
GIK16396_1,-11.242333,61.872167,PublicationDOI,10.1029/2002PA000772
GIK16396_1,-11.242333,61.872167,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.186004
GIK16397_2,-11.178667,61.8725,PublicationDOI,10.2312/reports-ifg.2001.13
GIK16397_2,-11.178667,61.8725,PublicationDOI,10.1029/95PA01453
GIK16397_2,-11.178667,61.8725,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.185990
GIK16397_2,-11.178667,61.8725,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.106216
GIK16402_2,-20.541667,14.458333,PublicationDOI,10.1029/93PA03301
GIK16402_2,-20.541667,14.458333,PublicationDOI,no DOI
GIK16402_2,-20.541667,14.458333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.54375
GIK16402_2,-20.541667,14.458333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.544626
GIK16520_1,115.987,18.434667,PublicationDOI,10.1594/PANGAEA.807876
GIK16520_1,115.987,18.434667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.807875
GIK16527_1,115.763,18.91,PublicationDOI,10.1594/PANGAEA.807876
GIK16527_1,115.763,18.91,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.807872
GIK16772_2,-11.961667,-1.35,PublicationDOI,10.1029/93PA03301
GIK16772_2,-11.961667,-1.35,PublicationDOI,10.2312/reports-ifg.2001.13
GIK16772_2,-11.961667,-1.35,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.134941
GIK16772_2,-11.961667,-1.35,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.134940
GIK16772_2,-11.961667,-1.35,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.267689
GIK16867_2,5.101667,-2.201667,PublicationDOI,10.1029/93PA03301
GIK16867_2,5.101667,-2.201667,PublicationDOI,10.2312/reports-ifg.2001.13
GIK16867_2,5.101667,-2.201667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.54392
GIK16867_2,5.101667,-2.201667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.265236
GIK17045_2,-16.656667,52.448333,PublicationDOI,no DOI
GIK17045_2,-16.656667,52.448333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.54393
GIK17045_3,-16.665,52.425,PublicationDOI,10.1029/93PA03301
GIK17045_3,-16.665,52.425,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.54393
GIK17049_6,-26.725,55.26,PublicationDOI,10.2312/reports-sfb313.1996.61
GIK17049_6,-26.725,55.26,PublicationDOI,10.2312/reports-ifg.2001.13
GIK17049_6,-26.725,55.26,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.112908
GIK17049_6,-26.725,55.26,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.267691
GIK17051_3,-31.99,56.163333,PublicationDOI,10.2312/reports-sfb313.1996.61
GIK17051_3,-31.99,56.163333,PublicationDOI,10.2312/reports-ifg.2001.13
GIK17051_3,-31.99,56.163333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.112910
GIK17051_3,-31.99,56.163333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.265238
GIK17286_1,89.8793,19.743,PublicationDOI,10.1029/2019PA003646
GIK17286_1,89.8793,19.743,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.912674
GIK17286_1,89.8793,19.743,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.912678
GIK17730_4,7.388333,72.111667,PublicationDOI,10.2312/reports-ifg.2001.13
GIK17730_4,7.388333,72.111667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.266621
GIK17748_2,-72.03333,-32.75,PublicationDOI,10.1016/S0277-3791(02)00012-4
GIK17748_2,-72.03333,-32.75,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.66806
GIK17927_2,119.453333,17.251667,PublicationDOI,10.1007/s00531-015-1227-6
GIK17927_2,119.453333,17.251667,DataLink,https://doi.org/10.1594/PANGAEA.849811
GIK17940_2,117.383333,20.116667,PublicationDOI,10.1016/S0025-3227(98)00182-0
GIK17940_2,117.383333,20.116667,PublicationDOI,10.1029/1998PA900015
GIK17940_2,117.383333,20.116667,PublicationDOI,10.1029/1999PA900028
GIK17940_2,117.383333,20.116667,PublicationDOI,10.1016/S0025-3227(98)00177-7
GIK17940_2,117.383333,20.116667,PublicationDOI,10.1016/j.chemgeo.2012.07.024
GIK17940_2,117.383333,20.116667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.55575
GIK17940_2,117.383333,20.116667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.794489
GIK17940_2,117.383333,20.116667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.55901
GIK17940_2,117.383333,20.116667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.736636
GIK17940_2,117.383333,20.116667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.113006
GIK17940_2,117.383333,20.116667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.812103
GIK17961_2,112.331667,8.506667,PublicationDOI,10.1016/S0025-3227(98)00182-0
GIK17961_2,112.331667,8.506667,PublicationDOI,10.1029/1998PA900015
GIK17961_2,112.331667,8.506667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.54714
GIK17961_2,112.331667,8.506667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.55610
GIK17961_2,112.331667,8.506667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.794492
GIK17961_2,112.331667,8.506667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.712491
GIK18252_3,109.390767,9.250117,PublicationDOI,10.1126/science.1057131
GIK18252_3,109.390767,9.250117,DataLink,https://doi.org/10.1594/PANGAEA.438397
GIK18252_3,109.390767,9.250117,DataLink,https://doi.org/10.1594/PANGAEA.963573
GIK18287_3,110.661483,5.663017,PublicationDOI,10.1006/qres.2001.2235
GIK18287_3,110.661483,5.663017,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.80133
GIK18287_3,110.661483,5.663017,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.80225
GIK18287_3,110.661483,5.663017,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.80152
GIK18462_3,129.23707,-9.08862,PublicationDOI,10.1029/2010PA001934
GIK18462_3,129.23707,-9.08862,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.831188
GIK18471_1,129.98305,-9.36645,PublicationDOI,10.1016/j.palaeo.2016.09.010
GIK18471_1,129.98305,-9.36645,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.864731
GiK18515_3,119.36002,-3.62985,PublicationDOI,10.1016/j.quascirev.2016.10.018
GiK18515_3,119.36002,-3.62985,DataLink,https://doi.org/10.1594/PANGAEA.868615
GIK18519_2,118.11432,-0.57215,PublicationDOI,10.1029/2018PA003323
GIK18519_2,118.11432,-0.57215,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.894074
GIK18519_2,118.11432,-0.57215,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.894078
GIK18522_3,119.07968,1.40177,PublicationDOI,10.1029/2018PA003323
GIK18522_3,119.07968,1.40177,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.894075
GIK18522_3,119.07968,1.40177,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.894079
GIK18526_3,118.16688,-3.61458,PublicationDOI,10.1029/2018PA003323
GIK18526_3,118.16688,-3.61458,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.894076
GIK18526_3,118.16688,-3.61458,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.894080
GIK18540_3,119.5833,-6.8734,PublicationDOI,10.1029/2018PA003323
GIK18540_3,119.5833,-6.8734,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.894077
GIK18540_3,119.5833,-6.8734,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.894081
GIK23065_2,0.83166,68.495,PublicationDOI,10.2312/reports-ifg.2001.13
GIK23065_2,0.83166,68.495,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.266624
GIK23074_1,4.905,66.666667,PublicationDOI,10.2312/reports-ifg.2001.13
GIK23074_1,4.905,66.666667,PublicationDOI,10.2312/reports-ifg.1999.9
GIK23074_1,4.905,66.666667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.266643
GIK23074_1,4.905,66.666667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.57998
GIK23258_2,13.968533,74.998083,PublicationDOI,10.1111/j.1502-3885.2003.tb01227.x
GIK23258_2,13.968533,74.998083,PublicationDOI,10.1016/S0146-6380(03)00084-6
GIK23258_2,13.968533,74.998083,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.114676
GIK23258_2,13.968533,74.998083,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.114683
GIK23258_2,13.968533,74.998083,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.780465
GIK23258_2,13.968533,74.998083,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.780466
GIK23258_3,13.96665,74.9953,PublicationDOI,10.1111/j.1502-3885.2003.tb01227.x
GIK23258_3,13.96665,74.9953,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.114677
GIK23414_9,-20.28833,53.53666,PublicationDOI,10.2312/reports-sfb313.1996.61
GIK23414_9,-20.28833,53.53666,PublicationDOI,10.2312/BzPM_0456_2003
GIK23414_9,-20.28833,53.53666,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.112911
GIK23414_9,-20.28833,53.53666,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.713763
GIK23415_9,-19.145,53.178333,PublicationDOI,10.2312/reports-sfb313.1996.61
GIK23415_9,-19.145,53.178333,PublicationDOI,10.1127/zdgg/154/2003/47
GIK23415_9,-19.145,53.178333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.112912
GIK23415_9,-19.145,53.178333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.143870
GIK23416_4,-20,51.568333,PublicationDOI,10.2312/reports-sfb313.1996.61
GIK23416_4,-20,51.568333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.112913
GIK23417_1,-19.431667,50.668333,PublicationDOI,10.2312/reports-sfb313.1996.61
GIK23417_1,-19.431667,50.668333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.112914
GIK23418_8,-20.333333,52.55,PublicationDOI,10.2312/reports-sfb313.1996.61
GIK23418_8,-20.333333,52.55,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.112915
GIK23419_8,-19.755,54.961667,PublicationDOI,10.2312/reports-sfb313.1996.61
GIK23419_8,-19.755,54.961667,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.112916
GIK23519_5,-29.595833,64.797333,PublicationDOI,10.1111/j.1502-3885.2006.tb01112.x
GIK23519_5,-29.595833,64.797333,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.271549
GL1090,-42.51,-24.92,PublicationDOI,10.1016/j.epsl.2017.01.014
GL1090,-42.51,-24.92,PublicationDOI,10.1016/j.gloplacha.2017.09.006
GL1090,-42.51,-24.92,PublicationDOI,10.1002/2017GL074457
GL1090,-42.51,-24.92,PublicationDOI,10.1029/2019PA003653
GL1090,-42.51,-24.92,PublicationDOI,10.1016/j.quascirev.2020.106307
GL1090,-42.51,-24.92,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.871866
GL1090,-42.51,-24.92,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.871873
GL1090,-42.51,-24.92,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.871874
GL1090,-42.51,-24.92,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.880991
GL1090,-42.51,-24.92,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.881551
GL1090,-42.51,-24.92,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.884579
GL1090,-42.51,-24.92,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.884580
GL1090,-42.51,-24.92,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.896152
GL1090,-42.51,-24.92,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.916198
GL1090,-42.51,-24.92,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.916196
GS07_150_17_1GC_A,-37.07533,-4.21633,PublicationDOI,10.1002/2017PA003095
GS07_150_17_1GC_A,-37.07533,-4.21633,PublicationDOI,10.1016/j.epsl.2015.05.032
GS07_150_17_1GC_A,-37.07533,-4.21633,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.875852
H214,177.4392,-36.9225,PublicationDOI,10.1029/2004PA001088
H214,177.4392,-36.9225,DataLink,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt
HLY02_02_17,-178.6988,53.933,PublicationDOI,10.1029/2005PA001205
HLY02_02_17,-178.6988,53.933,DataLink,https://doi.pangaea.de/10.1594/PANGAEA.833622
HM79_4_6,2.55,63.1,PublicationDOI,10.1029/92PA01651
